Product Name,Category,Sub-category,Company,Retail Price,Consumer Price,Bulk Price,Bulk Limit,imageUrl,imageUrl
Zombie Rs.5 (20Pcs) B. Berry,Sour & Sweets,Sour n Sweet,JoJo,100,85,80,,https://admin.dealcart.io/products/medium-1752577071410-HYPE%20by%20Capri%20Berry%20Berry%20Fruity%20for%20Women%20150%20ml..webp,https://admin.dealcart.io/products/medium-1752577071410-HYPE%20by%20Capri%20Berry%20Berry%20Fruity%20for%20Women%20150%20ml..webp
Fizzy Bottle powder Rs.30 (12Pcs),Sour & Sweets,Sour n Sweet,JoJo,360,320,305,,https://admin.dealcart.io/products/medium-1758019965147-7up%20Silver%20Rs.5%20%281x48%29_11zon..webp,https://admin.dealcart.io/products/medium-1758019965147-7up%20Silver%20Rs.5%20%281x48%29_11zon..webp
Zombie Rs.10 (24Pcs) B.Berry,Sour & Sweets,Sour n Sweet,JoJo,240,210,205,,,
Zombie Rs.10 (24Pcs) Apple,Sour & Sweets,Sour n Sweet,JoJo,240,210,205,,,
Fruities Chew Rs.10 (24 Pcs),Sour & Sweets,Sour n Sweet,JoJo,240,210,205,,,
Lipstick Candy Rs.5 (30 Pcs),Sour & Sweets,Sour n Sweet,JoJo,150,135,130,,https://admin.dealcart.io/products/medium-1744367880362-WANYING%20New%205%20Pcs%20Velvet%20Waterproof%20Long%20Lasting%20Lipstick%20Gift%20Box%20Set-1..webp,https://admin.dealcart.io/products/medium-1744367880362-WANYING%20New%205%20Pcs%20Velvet%20Waterproof%20Long%20Lasting%20Lipstick%20Gift%20Box%20Set-1..webp
Minis Tiny Tangy Chews Rs.10 (24 Pcs),Sour & Sweets,Sour n Sweet,JoJo,240,210,205,,,
Busters Candy Rs.20 (10 Pcs),Sour & Sweets,Sour n Sweet,JoJo,200,180,170,,https://admin.dealcart.io/products/medium-1747815145381-Korneez%20Butter%20Scotch%20Rs.%20118..webp,https://admin.dealcart.io/products/medium-1747815145381-Korneez%20Butter%20Scotch%20Rs.%20118..webp
Busters Candy Rs.30 (20 Pcs),Sour & Sweets,Sour n Sweet,JoJo,600,540,520,,https://admin.dealcart.io/products/medium-1747815145381-Korneez%20Butter%20Scotch%20Rs.%20118..webp,https://admin.dealcart.io/products/medium-1747815145381-Korneez%20Butter%20Scotch%20Rs.%20118..webp
Funky Bunky Chew Rs.10 (20 Pcs),Sour & Sweets,Sour n Sweet,JoJo,200,180,175,,,
Mini Stripple Taffy Rs.5 (50 Pcs),Sour & Sweets,Sour n Sweet,JoJo,250,215,210,,https://admin.dealcart.io/products/medium-1759411688387-lg_LxNIBA7UE286SNw02jFkHVxp20wVpclyTqGxFQoy%5B1%5D..webp,https://admin.dealcart.io/products/medium-1759411688387-lg_LxNIBA7UE286SNw02jFkHVxp20wVpclyTqGxFQoy%5B1%5D..webp
Crazy Dips Rs.10 (24 Pcs),Sour & Sweets,Sour n Sweet,JoJo,240,210,205,,,
Crazy Dips Rs.20 (24 Pcs),Sour & Sweets,Sour n Sweet,JoJo,480,440,420,,,
Mini Beans Rs.5 (30 Pcs),Sour & Sweets,Bunties,JoJo,150,130,125,,,
Chin 2 Beans Rs.10 (24 Pcs),Sour & Sweets,Bunties,Marleen,240,205,195,,,
Chin2 Beans Rs.5 (80 Pcs),Sour & Sweets,Bunties,Marleen,400,320,305,,,
Baby Beans Rs.10 (24 Pcs),Sour & Sweets,Bunties,Marleen,240,205,195,,https://admin.dealcart.io/products/medium-1761816239157-Momse%20Economy%20XLL%20Diaper%2024%20Pcs..webp,https://admin.dealcart.io/products/medium-1761816239157-Momse%20Economy%20XLL%20Diaper%2024%20Pcs..webp
Joy Beans Rs.10 (24 Pcs),Sour & Sweets,Bunties,Marleen,240,205,195,,https://admin.dealcart.io/products/medium-1741156303743-Joy%20Soap%20Dish%20-%20Green..webp,https://admin.dealcart.io/products/medium-1741156303743-Joy%20Soap%20Dish%20-%20Green..webp
Bigi Beans Rs.10 (24 Pcs),Sour & Sweets,Bunties,Marleen,240,205,195,,,
BUTTONS CHOCOLATE RS 30 (12 Pcs),Sour & Sweets,Bunties,Candyland,360,320,310,,,
JUNIOR PUFF RAINBOW Rs.10 (18PCS),Sour & Sweets,Marshmallows,Candyland,180,165,160,,,
Super Twister Rs.10 (24pcs),Sour & Sweets,Marshmallows,Candyland,240,,,,,
Melo Chocolate coated marshmallow Rs.10 (24 Pcs),Sour & Sweets,Marshmallows,Candyland,,,,,https://admin.dealcart.io/products/medium-1753863736473-Mello%20Bar%20Vanilla%20Rs.%2010%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1753863736473-Mello%20Bar%20Vanilla%20Rs.%2010%20%281x24%29..webp
Melo Chocolate coated Strawberry marshmallow Rs.10 (24 Pcs),Sour & Sweets,Marshmallows,Candyland,,,,,https://admin.dealcart.io/products/medium-1753863736473-Mello%20Bar%20Vanilla%20Rs.%2010%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1753863736473-Mello%20Bar%20Vanilla%20Rs.%2010%20%281x24%29..webp
Stuffed Mallow Rs.5 (30 Pcs) Apple,Sour & Sweets,Marshmallows,JoJo,150,130,125,,https://admin.dealcart.io/products/medium-1762333291371-Dawn%20Chicken%20Cheese%20Paratha%203%20Pcs..webp,https://admin.dealcart.io/products/medium-1762333291371-Dawn%20Chicken%20Cheese%20Paratha%203%20Pcs..webp
Stuffed Mallow Rs.5 (30 Pcs) Strawberry,Sour & Sweets,Marshmallows,JoJo,150,130,125,,https://admin.dealcart.io/products/medium-1762333291371-Dawn%20Chicken%20Cheese%20Paratha%203%20Pcs..webp,https://admin.dealcart.io/products/medium-1762333291371-Dawn%20Chicken%20Cheese%20Paratha%203%20Pcs..webp
Stuffed Mallow Rs.5 (30 Pcs) Blueberry,Sour & Sweets,Marshmallows,JoJo,150,130,125,,https://admin.dealcart.io/products/medium-1762333291371-Dawn%20Chicken%20Cheese%20Paratha%203%20Pcs..webp,https://admin.dealcart.io/products/medium-1762333291371-Dawn%20Chicken%20Cheese%20Paratha%203%20Pcs..webp
Stripple Bites Rs.5 (30 Pcs),Sour & Sweets,Marshmallows,JoJo,150,130,125,,https://admin.dealcart.io/products/medium-1762933896988-Cocomo%20Triple%20Chocolate%20Rs.100..webp,https://admin.dealcart.io/products/medium-1762933896988-Cocomo%20Triple%20Chocolate%20Rs.100..webp
WOBBLY Srawberry RS.10 (24Pcs),Jellies,Jellies,Mayfair,240,218,215,,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp
WOBBLY Amrood RS.10 (24Pcs),Jellies,Jellies,Mayfair,240,218,215,,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp
WOBBLY Peach RS.10 (24Pcs),Jellies,Jellies,Mayfair,240,218,215,,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp
FIZZY O JELLY Rs.10 (24 Pcs),Jellies,Jellies,Candyland,240,215,213,,https://admin.dealcart.io/products/medium-1720179529930-Fizzy%20O%20Jelly%20Party%20Pack%20Rs.%2050_6_11zon..webp,https://admin.dealcart.io/products/medium-1720179529930-Fizzy%20O%20Jelly%20Party%20Pack%20Rs.%2050_6_11zon..webp
CHILLI MILLI Rs.10 (24 Pcs),Jellies,Jellies,Candyland,240,215,213,,https://admin.dealcart.io/products/medium-1753863792911-Jelly%20Chilli%20Milli%20Party%20Pack..webp,https://admin.dealcart.io/products/medium-1753863792911-Jelly%20Chilli%20Milli%20Party%20Pack..webp
ABC JELLY Rs.10 (24 Pcs),Jellies,Jellies,Candyland,240,215,213,,https://admin.dealcart.io/products/medium-1753863821507-ABC%20Jelly%20Party%20Pack%20-%20Rs.50..webp,https://admin.dealcart.io/products/medium-1753863821507-ABC%20Jelly%20Party%20Pack%20-%20Rs.50..webp
SWEET BURGER JELLY Rs.10 (24 Pcs),Jellies,Jellies,Candyland,240,215,213,,,
PREMIUM PEACH RING JELLY Rs.50 (12 Pcs),Jellies,Jellies,Candyland,600,550,530,,https://admin.dealcart.io/products/medium-1761031940078-3%20Compartments%20Transparent%20Acrylic%20%20Cosmetic%20Organizer-1..webp,https://admin.dealcart.io/products/medium-1761031940078-3%20Compartments%20Transparent%20Acrylic%20%20Cosmetic%20Organizer-1..webp
PREMIUM WATERMELON JELLY Rs.50 (12 Pcs),Jellies,Jellies,Candyland,600,550,530,,,
PREMIUM NEON CRAWLER JELLY Rs.50 (12 Pcs),Jellies,Jellies,Candyland,600,550,530,,https://admin.dealcart.io/products/medium-1731499282014-My%20Champ%20Premium%20XX-%20Large%20%2848%20Pcs%29_11zon..webp,https://admin.dealcart.io/products/medium-1731499282014-My%20Champ%20Premium%20XX-%20Large%20%2848%20Pcs%29_11zon..webp
PREMIUM COLA BOTTLE JELLY Rs.50 (12 Pcs),Jellies,Jellies,Candyland,600,550,530,,,
PREMIUM MANGO JELLY Rs.50 (12 Pcs),Jellies,Jellies,Candyland,600,550,530,,https://admin.dealcart.io/products/medium-1749568907239-Z57..webp,https://admin.dealcart.io/products/medium-1749568907239-Z57..webp
PREMIUM PEBBELES Jelly beans Rs.50 (12 Pcs),Jellies,Jellies,Candyland,600,550,530,,https://admin.dealcart.io/products/medium-1731499282014-My%20Champ%20Premium%20XX-%20Large%20%2848%20Pcs%29_11zon..webp,https://admin.dealcart.io/products/medium-1731499282014-My%20Champ%20Premium%20XX-%20Large%20%2848%20Pcs%29_11zon..webp
Yums Fruity Rs.10 (24pcs),Jellies,Jellies,Candyland,240,215,210,,https://admin.dealcart.io/products/medium-1753864903601-Yums%20Fruity%20Box%20Rs.10%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1753864903601-Yums%20Fruity%20Box%20Rs.10%20%281x24%29..webp
Yums Sour Rs.10 (24pcs),Jellies,Jellies,Candyland,240,215,210,,https://admin.dealcart.io/products/medium-1753864923166-Yums%20Sour%20Box%20Rs.%2010%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1753864923166-Yums%20Sour%20Box%20Rs.%2010%20%281x24%29..webp
Jiggles Mix Fruit (24 pcs),Jellies,Jellies,Hilal,240,215,210,,https://admin.dealcart.io/products/medium-1667489501881-ezgif.com-gif-maker%20-%202022-11-03T200243.090.webp,https://admin.dealcart.io/products/medium-1667489501881-ezgif.com-gif-maker%20-%202022-11-03T200243.090.webp
Jiggles Teeth (24 pcs),Jellies,Jellies,Hilal,240,215,210,,,
Jiggles Dolphin Pouch (24 pcs),Jellies,Jellies,Hilal,240,215,210,,,
NOW PASTE Rs.10 (50 Pcs),Chocolate,Chocolate,Candyland,500,440,420,,,
Now Rs.10 (24 Pcs),Chocolate,Chocolate,Candyland,,,,,https://admin.dealcart.io/products/medium-1753863851342-Now%20Chocolate%20Box%20-%20Rs.20%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1753863851342-Now%20Chocolate%20Box%20-%20Rs.20%20%281x12%29..webp
Now Rs.50 (12 Pcs),Chocolate,Chocolate,Candyland,,,,,https://admin.dealcart.io/products/medium-1753863851342-Now%20Chocolate%20Box%20-%20Rs.20%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1753863851342-Now%20Chocolate%20Box%20-%20Rs.20%20%281x12%29..webp
Paradise Rs.10 (24 Pcs),Chocolate,Chocolate,Candyland,,,,,https://admin.dealcart.io/products/medium-1753864800917-Paradise%20Chocolate%20Rs.%2050..webp,https://admin.dealcart.io/products/medium-1753864800917-Paradise%20Chocolate%20Rs.%2050..webp
Paradise Rs.50 (12 Pcs),Chocolate,Chocolate,Candyland,,,,,https://admin.dealcart.io/products/medium-1753864800917-Paradise%20Chocolate%20Rs.%2050..webp,https://admin.dealcart.io/products/medium-1753864800917-Paradise%20Chocolate%20Rs.%2050..webp
Sonnet Rs. 10 (24 Pcs),Chocolate,Chocolate,Candyland,,,,,https://admin.dealcart.io/products/medium-1753864343421-Sonnet%20Chocolate%20Rs.%2010%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1753864343421-Sonnet%20Chocolate%20Rs.%2010%20%281x24%29..webp
Sonnet Rs. 50 (12 Pcs),Chocolate,Chocolate,Candyland,,,,,,
Crown Chocolate Hazzelenut Rs.10 (24 Pcs),Chocolate,Chocolate,Candyland,,,,,,
Crown Chocolate Mango Rs.10 (24 Pcs),Chocolate,Chocolate,Candyland,,,,,,
Crown Chocolate Coconut Rs.10 (24 Pcs),Chocolate,Chocolate,Candyland,,,,,,
CLOUD 9 CHOCOLATE Rs.10 (24 Pcs),Chocolate,Chocolate,Candyland,,,,,,
YOU MILK CHOCOLATE Rs.30 (18 Pcs),Chocolate,Chocolate,Candyland,,,,,https://admin.dealcart.io/products/medium-1753864755776-You%20Milk%20Chocolate%20Rs.%2050..webp,https://admin.dealcart.io/products/medium-1753864755776-You%20Milk%20Chocolate%20Rs.%2050..webp
YOU MILK CHOCOLATE Rs.50 (18 Pcs),Chocolate,Chocolate,Candyland,,,,,https://admin.dealcart.io/products/medium-1753864755776-You%20Milk%20Chocolate%20Rs.%2050..webp,https://admin.dealcart.io/products/medium-1753864755776-You%20Milk%20Chocolate%20Rs.%2050..webp
Rave Chocolate Rs.10 (24 Pcs),Chocolate,Chocolate,Candyland,,,,,,
Racer Car Chocolate Rs.10 (24 Pcs),Chocolate,Chocolate,Candyland,,,,,,
Bisko Balls Chocolate Rs.10 (24Pcs),Chocolate,Chocolate,JoJo,240,210,205,,https://admin.dealcart.io/products/medium-1752583485414-20..webp,https://admin.dealcart.io/products/medium-1752583485414-20..webp
Chocozoo Chocolate Box Rs.5 (30Pcs),Chocolate,Chocolate,Gibs,150,135,130,,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2009%3A47%3A20%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2009%3A47%3A20%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29
Champion Milk Chocolate Jar Rs.5 (60Pcs),Chocolate,Chocolate,Gibs,300,275,265,,https://admin.dealcart.io/products/medium-1754910900293-Black%20Champion%20Classic%20Backpack-2_6_11zon..webp,https://admin.dealcart.io/products/medium-1754910900293-Black%20Champion%20Classic%20Backpack-2_6_11zon..webp
Football Jar Rs.2 (150Pcs),Chocolate,Chocolate,Gibs,300,275,265,,https://admin.dealcart.io/products/medium-1753877823650-High%20Quality%20Hook%20and%20Loop%20Soccer%20Training%20Belt%20for%20Football-1..webp,https://admin.dealcart.io/products/medium-1753877823650-High%20Quality%20Hook%20and%20Loop%20Soccer%20Training%20Belt%20for%20Football-1..webp
Chocozoo Strawberry Box Rs.5 (30Pcs),Chocolate,Chocolate,Gibs,150,135,130,,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2009%3A47%3A20%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2009%3A47%3A20%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29
Koko Masti Strawberry Rs.5 (48Pcs),Chocolate,Chocolate,Gibs,240,220,210,,,
Koko Masti Chocolate Rs.5 (48Pcs),Chocolate,Chocolate,Gibs,240,220,210,,,
Lush Star Chocolate Rs.5 (60Pcs),Chocolate,Chocolate,Gibs,300,280,275,,,
Double Decker Car Toy Rs.10 (30Pcs),Chocolate,Chocolate,Gibs,300,275,270,,https://admin.dealcart.io/products/medium-1749644202922-Z80..webp,https://admin.dealcart.io/products/medium-1749644202922-Z80..webp
Dip Sip Chocolate Jar Rs.5 (60Pcs),Chocolate,Chocolate,Gibs,300,275,270,,https://admin.dealcart.io/products/medium-1756118113386-Chefs%20Pride%20Green%20Chilli%20Chutney%20280%20Gram%20Rs.%20325..webp,https://admin.dealcart.io/products/medium-1756118113386-Chefs%20Pride%20Green%20Chilli%20Chutney%20280%20Gram%20Rs.%20325..webp
Cute Cartoon Star Biscuit Rs.5 (60Pcs),Chocolate,Chocolate,Gibs,300,275,270,,https://admin.dealcart.io/products/full-1720437167544-full-1707927185900-Cute%2520Cartoon%2520Bear%2520Plate%2520%281%29%5B1%5D..webp,https://admin.dealcart.io/products/full-1720437167544-full-1707927185900-Cute%2520Cartoon%2520Bear%2520Plate%2520%281%29%5B1%5D..webp
Desire Chocolate Rs.5 (50Pcs),Chocolate,Chocolate,Gibs,250,220,210,,https://admin.dealcart.io/products/medium-1723099606054-Ossum%20Body%20Sprays%20Desire%20120%20ml..webp,https://admin.dealcart.io/products/medium-1723099606054-Ossum%20Body%20Sprays%20Desire%20120%20ml..webp
Lush Premium Bar Rs.10 (24Pcs),Chocolate,Chocolate,Gibs,240,220,210,,,
Milk Delight Chocolate Rs.10 (24Pcs),Chocolate,Chocolate,Gibs,240,220,210,,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2011%3A06%3A47%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2011%3A06%3A47%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29
Bricklane Chocolate Rs.100 (12Pcs),Chocolate,Chocolate,Innovative,1200,1150,1120,,,
Bittens Chocolate Rs.50 (12Pcs),Chocolate,Chocolate,Innovative,600,550,520,,,
Chamcha Chocolate Rs.10 (24 Pcs),Chocolate,Chocolate,Marleen,240,205,195,,,
Kanta Chocolate Rs.10 (24 Pcs),Chocolate,Chocolate,Marleen,240,205,195,,https://admin.dealcart.io/products/medium-1719473106546-Fanta%20Orange%20500%20ml..webp,https://admin.dealcart.io/products/medium-1719473106546-Fanta%20Orange%20500%20ml..webp
Bun 2 Black Chocolate balls Rs.20 (12 Pcs),Chocolate,Chocolate,Marleen,240,205,195,,https://admin.dealcart.io/products/medium-1732283615378-Brady%27s%20Burger%20Bun%20%282%20Pcs%29..webp,https://admin.dealcart.io/products/medium-1732283615378-Brady%27s%20Burger%20Bun%20%282%20Pcs%29..webp
Softy Chocolate Balls Rs.5 (100 Pcs),Chocolate,Chocolate,Marleen,500,440,420,,https://admin.dealcart.io/products/medium-1730902842406-Cadbury%20Eclairs%20Rs.5%20%281x45%29..webp,https://admin.dealcart.io/products/medium-1730902842406-Cadbury%20Eclairs%20Rs.5%20%281x45%29..webp
Kulfi White Chocolate Paste Rs.5 (80 Pcs),Chocolate,Chocolate,Marleen,400,330,305,,https://admin.dealcart.io/products/medium-1735031771593-Wall%27s%20King%20Kulfa%20775%20ml..webp,https://admin.dealcart.io/products/medium-1735031771593-Wall%27s%20King%20Kulfa%20775%20ml..webp
Kulfi Black Chocolate Paste (80 Pcs),Chocolate,Chocolate,Marleen,400,330,305,,https://admin.dealcart.io/products/medium-1735031771593-Wall%27s%20King%20Kulfa%20775%20ml..webp,https://admin.dealcart.io/products/medium-1735031771593-Wall%27s%20King%20Kulfa%20775%20ml..webp
Lazer choco Kulfi Rs.10 (24 Pcs),Chocolate,Chocolate,Lazer,240,210,205,,https://admin.dealcart.io/products/full-1734005612852-Razer%20Small%20Mouse%20Pad..webp,https://admin.dealcart.io/products/full-1734005612852-Razer%20Small%20Mouse%20Pad..webp
Lazer Milky Kulfi Rs.10 (24 Pcs),Chocolate,Chocolate,Lazer,240,210,205,,,
Lazer Heart Chocolate Rs.10 (24 Pcs),Chocolate,Chocolate,Lazer,240,210,205,,,
Chocovil Cake Rs.10 (15Pcs),Cake,Cake,Gibs,150,140,135,,https://admin.dealcart.io/products/medium-1756969692687-Lotte%20Choco%20Pie%20Chocolate%20Rs..webp,https://admin.dealcart.io/products/medium-1756969692687-Lotte%20Choco%20Pie%20Chocolate%20Rs..webp
Donut Chocolate Cake Rs.10 (24Pcs),Cake,Cake,Gibs,240,220,215,,https://admin.dealcart.io/products/medium-1747120579024-Wall%27s%20Donut%2085%20ml%20-%20Pack%20Of%203..webp,https://admin.dealcart.io/products/medium-1747120579024-Wall%27s%20Donut%2085%20ml%20-%20Pack%20Of%203..webp
Superb Chocolate Cake Rs.20 (12Pcs),Cake,Cake,Gibs,240,220,215,,https://admin.dealcart.io/products/medium-1727705536418-Dawn%20Chocolate%20Cup%20Cake%20180%20gm_11zon..webp,https://admin.dealcart.io/products/medium-1727705536418-Dawn%20Chocolate%20Cup%20Cake%20180%20gm_11zon..webp
O-Kay Straw Layer Cake Rs.20 (24Pcs),Cake,Cake,Gibs,240,220,215,,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp
O-Kay Choc Layer Cake Rs.20 (24Pcs),Cake,Cake,Gibs,240,220,215,,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp
Supreme Soft Cake Rs.20 (12Pcs),Cake,Cake,Gibs,240,220,215,,https://admin.dealcart.io/products/medium-1749644202922-Z80..webp,https://admin.dealcart.io/products/medium-1749644202922-Z80..webp
Heart Brownies Cake Rs.10 (24Pcs),Cake,Cake,Gibs,240,220,215,,https://admin.dealcart.io/products/medium-1762340553151-MayFair%20Heart%20Rs.10%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1762340553151-MayFair%20Heart%20Rs.10%20%281x24%29..webp
FUDGE BROWNIE Rs.40 (10Pcs),Cake,Cake,Bisconni,400,380,370,,,
VERY STRAWBERRY Rs.40 (10Pcs),Cake,Cake,Bisconni,400,380,370,,https://admin.dealcart.io/products/medium-1733304696158-Very%20Strawberry%20Rs.%2040%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1733304696158-Very%20Strawberry%20Rs.%2040%20%281x10%29..webp
RICH COFFEE CAKE Rs.50 (10Pcs),Cake,Cake,Bisconni,500,475,470,,https://admin.dealcart.io/products/medium-1720101983794-Medora%20Matte%20Lipstick%20-%20Coffee%20225%20%28Pink-Brown%29..webp,https://admin.dealcart.io/products/medium-1720101983794-Medora%20Matte%20Lipstick%20-%20Coffee%20225%20%28Pink-Brown%29..webp
CHIP Cake Rs.50 (8Pcs),Cake,Cake,Bisconni,400,380,370,,https://admin.dealcart.io/products/medium-1763194708578-Bisconni%20Coffee%20Cake%20Box%20Rs.50%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1763194708578-Bisconni%20Coffee%20Cake%20Box%20Rs.50%20%281x8%29..webp
Lotus Cake Rs.50 (8Pcs),Cake,Cake,Bisconni,400,380,370,,https://admin.dealcart.io/products/medium-1762934351881-Lotus%20Cake%20Box%20Rs.50%20%281x8%292..webp,https://admin.dealcart.io/products/medium-1762934351881-Lotus%20Cake%20Box%20Rs.50%20%281x8%292..webp
MAYFAIR DELIGHT CHOC Croissants RS.50 (6Pcs),Cake,Cake,Mayfair,300,282,277,,,
PeakFreans CakeUp Strawberry Rs.20 (12Pcs),Cake,Cake,PeakFreans,240,220,220,,https://admin.dealcart.io/products/medium-1723472237678-HANDAIYAN%2012%20Colors%20Matte%20Liquid%20Lipstick%20Set%202..webp,https://admin.dealcart.io/products/medium-1723472237678-HANDAIYAN%2012%20Colors%20Matte%20Liquid%20Lipstick%20Set%202..webp
PeakFreans CakeUp Chocolate Rs.20 (12Pcs),Cake,Cake,PeakFreans,240,220,220,,https://admin.dealcart.io/products/medium-1723472237678-HANDAIYAN%2012%20Colors%20Matte%20Liquid%20Lipstick%20Set%202..webp,https://admin.dealcart.io/products/medium-1723472237678-HANDAIYAN%2012%20Colors%20Matte%20Liquid%20Lipstick%20Set%202..webp
PeakFreans CakeUp Caramel Rs.20 (12Pcs),Cake,Cake,PeakFreans,240,220,220,,https://admin.dealcart.io/products/medium-1723472237678-HANDAIYAN%2012%20Colors%20Matte%20Liquid%20Lipstick%20Set%202..webp,https://admin.dealcart.io/products/medium-1723472237678-HANDAIYAN%2012%20Colors%20Matte%20Liquid%20Lipstick%20Set%202..webp
PeakFreans CakeUp Double Chocolate Rs.20 (12Pcs),Cake,Cake,PeakFreans,240,220,220,,https://admin.dealcart.io/products/medium-1723472237678-HANDAIYAN%2012%20Colors%20Matte%20Liquid%20Lipstick%20Set%202..webp,https://admin.dealcart.io/products/medium-1723472237678-HANDAIYAN%2012%20Colors%20Matte%20Liquid%20Lipstick%20Set%202..webp
PeakFreans Teddy Cake Chocolate Rs.40 (8Pcs),Cake,Cake,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1744789391037-Mother%20Care%20Sanitary%20Pad%20Long%2008%20Pcs..webp,https://admin.dealcart.io/products/medium-1744789391037-Mother%20Care%20Sanitary%20Pad%20Long%2008%20Pcs..webp
PeakFreans Teddy Cake Strawberry Rs.40 (8Pcs),Cake,Cake,PeakFreans,320,300,300,,https://admin.dealcart.io/products/medium-1744789391037-Mother%20Care%20Sanitary%20Pad%20Long%2008%20Pcs..webp,https://admin.dealcart.io/products/medium-1744789391037-Mother%20Care%20Sanitary%20Pad%20Long%2008%20Pcs..webp
PeakFreans Smile Donut Chocolate Rs.50 (6Pcs),Cake,Cake,PeakFreans,300,280,280,,https://admin.dealcart.io/products/full-1738582145069-Keep%20Smiling%206pcs%20Artist%20Brush%20Set%20Wide%2C%20Flat%2C%20Angle%20%26%20Filbert%20Paint%20Brush..webp,https://admin.dealcart.io/products/full-1738582145069-Keep%20Smiling%206pcs%20Artist%20Brush%20Set%20Wide%2C%20Flat%2C%20Angle%20%26%20Filbert%20Paint%20Brush..webp
PeakFreans Smile Donut Strawberry Rs.50 (6Pcs),Cake,Cake,PeakFreans,300,280,280,,https://admin.dealcart.io/products/full-1738582145069-Keep%20Smiling%206pcs%20Artist%20Brush%20Set%20Wide%2C%20Flat%2C%20Angle%20%26%20Filbert%20Paint%20Brush..webp,https://admin.dealcart.io/products/full-1738582145069-Keep%20Smiling%206pcs%20Artist%20Brush%20Set%20Wide%2C%20Flat%2C%20Angle%20%26%20Filbert%20Paint%20Brush..webp
PeakFreans Tripple Chocolate Cupcake Rs.50 (6Pcs),Cake,Cake,PeakFreans,300,280,280,,https://admin.dealcart.io/products/full-1738582145069-Keep%20Smiling%206pcs%20Artist%20Brush%20Set%20Wide%2C%20Flat%2C%20Angle%20%26%20Filbert%20Paint%20Brush..webp,https://admin.dealcart.io/products/full-1738582145069-Keep%20Smiling%206pcs%20Artist%20Brush%20Set%20Wide%2C%20Flat%2C%20Angle%20%26%20Filbert%20Paint%20Brush..webp
PeakFreans Sooper Cake Plain Rs.30 (12Pcs),Cake,Cake,PeakFreans,360,340,340,,https://admin.dealcart.io/products/medium-1723472237678-HANDAIYAN%2012%20Colors%20Matte%20Liquid%20Lipstick%20Set%202..webp,https://admin.dealcart.io/products/medium-1723472237678-HANDAIYAN%2012%20Colors%20Matte%20Liquid%20Lipstick%20Set%202..webp
PeakFreans Sooper Cake Chcolate Rs.30 (12Pcs),Cake,Cake,PeakFreans,360,340,340,,https://admin.dealcart.io/products/medium-1723472237678-HANDAIYAN%2012%20Colors%20Matte%20Liquid%20Lipstick%20Set%202..webp,https://admin.dealcart.io/products/medium-1723472237678-HANDAIYAN%2012%20Colors%20Matte%20Liquid%20Lipstick%20Set%202..webp
CupKake Double Choc (12 pcs),Cake,Cake,Hilal,240,220,215,,https://admin.dealcart.io/products/medium-1721634500619-HIlal%20Cupkake%20Birthday..webp,https://admin.dealcart.io/products/medium-1721634500619-HIlal%20Cupkake%20Birthday..webp
CupKake Strawberry (12 pcs),Cake,Cake,Hilal,240,220,215,,https://admin.dealcart.io/products/medium-1727703658701-dawncuppp_11zon..webp,https://admin.dealcart.io/products/medium-1727703658701-dawncuppp_11zon..webp
